DateCreated,Status,OrganizationType,Name,ShortName,Affiliated School,Membership Type,Approximate year the organization was founded at UVA,"Please list 3-5 Primary Events/Programs that your CIO hosts each year. If you do not have annual recurring events,please list some of the events/programs you hosted this past year.",Total number of Members (approximate),"Approximate membership dues per academic year (if zero,please write ""zero"")","Approximately,how much money do members spend out of pocket per academic year,not including dues,for your CIO activities? (write the number,don't include $)","Please list your primary sources of funding (SAF,fundraisers,national organizations,alumni,departments,etc.)","Not including SAF,approximately how much money does your organization fundraise per academic year?",Does???ˇthis organization require an application or an interview/audition process to join?,How frequently does???ˇthis organization meet?,"Approximately how many hours/week do non-exec members spend on your organization's activities (meetings,events,planning,etc.)?",When does???ˇthis organization elect new officers?,When does???ˇthis organization do recruitment/membership intake?,"Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Marketing","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Planning Events","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Reserving Spaces","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Fundraising/Budgeting/Co-Sponsorships","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Transitioning Officers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Recruiting New Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Delegation","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Community Building/Icebreakers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Motivating Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Holding Members Accountable","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Developing a Mission/Vision","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Collaboration (with other CIOs,the community,faculty/staff,etc.)","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Other",Are you the 2020-2021 incoming President OR a 2020-2021 returning member/officer????ˇ,Are you a first time President?
5/7/2020 12:49,Approved,Contracted Independent Organization,Engineers Going Global ,EGG,Engineering,Predominantly Undergraduate Students,2008,"Local & International Projects,Semi-Autonomous Project Teams,Engaging Speakers,Workshops and Training,Conferences",30,Zero,0,"Rolling Rounds, Parents Fund",,Both,Weekly,5,March ,Fall semester,Marketing,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/15/2020 22:02,Approved,CIO - Law ,Virginia Tax Review,VTR,Law,Predominantly Graduate Students,1980,"Cite check training session, meetings, socials",80,zero,,Royalties and subscription revenue,,Application,N/A,1,April ,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/25/2020 0:31,Approved,Contracted Independent Organization,Humanoid Robotics Club at UVA,HRC,Engineering,Predominantly Undergraduate Students,2019,"Programming sessions, Project development session, Guest Speakers, Social events like movie nights and watching national robotics competitions.",25,Zero,0,SAF,,Neither,Once or twice a semester,2,May,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,Holding Members Accountable,Developing a Mission/Vision,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/27/2020 11:37,Approved,Contracted Independent Organization,High Powered Rocketry Club at UVA,"High Powered Rocketry, High Powered Rocketry at UVA, Rocketry, HPR",Engineering,Predominantly Undergraduate Students,2016,Building and launching rockets for student certifications.Designing competition rockets.Competing at intercollegiate rocketry competitions.Building and testing rocket propulsion systems.,30,Zero,0,SAF,,Neither,Weekly,3-Feb,April ,Members can join at any time,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/1/2020 12:56,Approved,Contracted Independent Organization,Parliamentary Debate Society at UVA,APDA,No affiliated schools,Both Undergraduate and Graduate Students,At least 10 years ago,"Members have the option to compete at APDA tournaments each weekend around the East Coast at other schools including Georgetown, Harvard, etc. We are now also participating in online tournaments. In addition, we attend APDA Nationals, and have competed at the World Universities Debating Championship in recent years. PDS at UVA hosts two tournaments each school year at UVA where APDA teams from across the country compete.",35,Zero,0,SAF,,Interview/Audition,Weekly,We host two hour practices twice a week and offer the ability to attend a tournament every weekend. The amount of hours each week is completely up to each individual member.,April ,Fall & Spring Semester,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/23/2020 8:53,Approved,Contracted Independent Organization,The Hot Sauce Club at the University of Virginia (UVA),HSC,No affiliated schools,Predominantly Undergraduate Students,2018,"Hot Sauce Tasting Events - competitions to distinguish different ingredientsHot Sauce Making Event 1 - everyone makes a variation of the same hot sauce and we compare.Hot Sauce Making Event 2 - ""Cookoff"" design and make your own hot sauce.",45,Zero,0,SAF,,Neither,Weekly,2-Jan,April ,Members can join at any time,,,Reserving Spaces,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/8/2020 12:59,Approved,Contracted Independent Organization,Friends of Appalachia,FOA,No affiliated schools,Predominantly Undergraduate Students,2019,"Appalachian Culture Week (Spring 2019)	The Appalachian Culture Week (name TBD) is an opportunity to showcase and educate about the Appalachian culture that lies just a few hours south ofour beloved Grounds. Featuring storytelling, concerts, crafts, and a chance to learn about the significance of a forgotten area, and engage with the students who are a part of that rhetoric at this university.Peer Mentoring Program (November 2018)	This program will pair first and second year students with a third or fourth year student in an attempt to alleviate many of the hardships that are faced by Appalachian students at the University. Our demographic largely contains first gen and low income students, and being able to have a social resource is a game changer when navigating the university.Southwestern Virginia Day sponsored by the Office of Admissions (Spring 2019)	FOA is currently in the works with the Office of Admissions in devising a program that brings accepted students from SWVA to UVA to give them a first   hand experience to what life as a Hoo looks like. Our organization would house and take care of the students while they are here, all free of charge to the incoming students.College Recruiting (Year Round)        FOA partners with the Office of Admissions to do information sessions and outreach to under served highschools in Appalachia.",45,zero,0,SAF,,Neither,Monthly,0,September,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,Motivating Members,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/28/2020 14:55,Approved,CIO - Law ,Journal of Law and Politics,JLP,Law,Predominantly Graduate Students,1983,The Journal publishes three issues each year. The Journal also often hosts an annual symposium on a thematic topic that draws together prominent legal commentators.,75,zero,0,SAF,,Application,Monthly,2,February,Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/1/2020 12:44,Approved,Contracted Independent Organization,OFFScreen,OFFScreen,Arts and Sciences,Both Undergraduate and Graduate Students,1988,"During the academic year, OFFScreen screens a different film weekly. These films typically fall under the categories of foreign, classic, and/or independent. OFFScreen's goal is to provide a diverse set of viewpoints to the U.Va. community in order to urge students, faculty, and townspeople to rethink the way they look at film, and the rest of the world. We often host film series, director series, or work in association with small festivals.",100,zero,0,SAF,,Neither,Weekly,zero,March ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/2/2020 20:36,Approved,Contracted Independent Organization,Pool and Billiards Club at UVA,,No affiliated schools,Both Undergraduate and Graduate Students,2019,- Weekly meetings- First Tournament at the end of March - there will be prizes!,30,10,10,SAF,,Neither,Weekly,1,March ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","No, I am a returning President for this organization"
4/27/2020 16:04,Approved,Contracted Independent Organization,Polish Student Association,PSA,Arts and Sciences,Both Undergraduate and Graduate Students,2019,"General meetings -- Food and media appreciationBonding -- Humpback Hike, Bowling, and Escape RoomCultural events -- Polish Baroque Concert, Culturefest, Polish lecture series (organized by the Slavic department), Polish ""fireside chat"" seminars, Wigilia in November/ Wigilia friendsgiving, Charlottesville Culture Fair",15,zero,25,SAF,,Neither,Monthly,1-Mar,April ,Members can join at any time,Marketing,,,Fundraising/Budgeting/Co-Sponsorships,,,,Community Building/Icebreakers,Motivating Members,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/5/2020 14:53,Approved,Contracted Independent Organization,Marine Science Society,MSS,No affiliated schools,Predominantly Undergraduate Students,2016,"Group events include, faculty and professional presentations, volunteer work with the Rivanna Conservation Alliance, and various social activities.",30,zero,30,SAF,,Neither,Weekly,1,April ,Fall & Spring Semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,Delegation,,Motivating Members,Holding Members Accountable,Developing a Mission/Vision,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/12/2020 17:24,Approved,Contracted Independent Organization,Team Handball Club at the University of Virginia,Team Handball Club at UVA,No affiliated schools,Predominantly Undergraduate Students,2013,"Handball instruction workshops, tryouts, practices throughout the week, workout sessions, team meetings, hosting tournaments, scrimmages, traveling, competitions, etc.",30,150,100,SAF,,Interview/Audition,Weekly,4,April ,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/14/2020 16:32,Approved,Contracted Independent Organization,Student Global AIDS Campaign,SGAC,Arts and Sciences,Predominantly Undergraduate Students,2013,Red DayNational Call-InsWorld AIDS WeekPanel DiscussionsLegislative Visits,10,Zero,,SAF,,Neither,Monthly,1,April ,Members can join at any time,Marketing,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,Community Building/Icebreakers,Motivating Members,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"No, I am not, but I am the only one who makes sense to renew the organization at this time.","No, I have held a President position for other organizations, but this is my first time as President of this organization"
5/12/2020 13:41,Approved,Contracted Independent Organization,Jazba,,No affiliated schools,Both Undergraduate and Graduate Students,2011,India Dayvarious workshops in schools around the Charlottesville communityZaltandi dance festival at IX Art Park,11,10,,SAF,,Neither,Weekly,2,September,Members can join at any time,Marketing,,Reserving Spaces,,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/29/2020 17:57,Approved,CIO - Law ,Amici Signatae Linguae,ASL,Law,Predominantly Graduate Students,2020,"Every week on Monday, we host sign language trainings for law students. Every week on Wednesday, we host signing lunches to practice our sign language skills. We also are on track to have speaker events every semester.",11,zero,,SAF,,Neither,Weekly,1,February,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/29/2020 0:10,Approved,Contracted Independent Organization,Paradanse Dance Crew,Paradanse,Arts and Sciences,Both Undergraduate and Graduate Students,4,"Annual Fall Showcase, Dance video project(will be filmed at the end of every semester), regular weekly practice.",12,zero,,SAF,,Interview/Audition,Weekly,2,April ,Fall & Spring Semester,,Planning Events,,,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/3/2020 16:46,Approved,Contracted Independent Organization,The Barbers of C'ville,,No affiliated schools,Predominantly Undergraduate Students,2020,"Impromptu busking around grounds/downtown mall.Small-scale gigs for events,a cappella concert intermissions, and parties.Showcase of top songs by each quartet.",12,zero,,SAF,,Interview/Audition,Weekly,4,January,Fall & Spring Semester,Marketing,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/3/2020 1:01,Approved,CIO - Law ,Minority Rights Coalition of North Grounds,MRC North Grounds,Law,Predominantly Graduate Students,2017,"Panels and trainings on issues faced by minorities, especially at the law school and broader legal communityEducational tablingSocial events to create a more cohesive and inclusive communitySocial awareness simulationsTownhalls",13,zero,,SAF,,Both,Once or twice a semester,zero,March ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","No, I am a returning President for this organization"
4/29/2020 17:08,Approved,Contracted Independent Organization,3D Printing Club at The University of Virginia,,Engineering,Predominantly Undergraduate Students,2014,3D printing training sessions and project developmentWorkshops in 3D printing with professors in various fieldsPromotion of 3D printing among high school students3D printing ethics discussions,15,Zero,,SAF,,Neither,Weekly,2,April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","Yes, this is my first time as President for this organization"
5/6/2020 17:18,Approved,Contracted Independent Organization,The Medical Dancers,The MDs,Medicine,Predominantly Graduate Students,2018,"1. Weekly 2-hour long rehearsals during which members learn and rehearse choreography with the intention of performing choreographed dances.2. Annual performances of choreographed dances (medical school talent show, end-of-year performance).3. Fundraisers for annual performances and charitable donations.",15,Zero,,SAF,,Interview/Audition,Weekly,2,November,Members can join at any time,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/1/2020 16:08,Approved,Contracted Independent Organization,Irish Dance Club,Irish Dance Club,No affiliated schools,Both Undergraduate and Graduate Students,2015,"We hold weekly practices, and have the opportunity to perform at a variety of events sponsored by other UVA organizations (dancing with the professors, cultural events, etc)",16,zero,,SAF,,Neither,Weekly,2,April ,Members can join at any time,,,Reserving Spaces,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/10/2020 13:37,Approved,Contracted Independent Organization,Hoos in Treble,HIT,No affiliated schools,Predominantly Undergraduate Students,1999,"Preparing and performing a concert every semester; Performing annually at PureMadi's benefit gala, a nonprofit organization founded by a fellow UVA grad and Hittalum; Performing at events for different organizations around grounds and in the greater Charlottesville community.",17,$80 ,,SAF,,Interview/Audition,Weekly,6,November,Fall & Spring Semester,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","Yes, this is my first time as President for this organization"
4/29/2020 12:05,Approved,Contracted Independent Organization,The Scratch Zine,Scratch,No affiliated schools,Predominantly Undergraduate Students,2018,"Our primary events are the launches of our issues (one per semester), and open forums to choose the semester's theme as well as to create an open dialogue about the arts at UVA (once a semester).",18,zero,,SAF,,Application,Weekly,2-Jan,November,Fall & Spring Semester,,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,Motivating Members,Holding Members Accountable,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/1/2020 12:03,Approved,Contracted Independent Organization,The University Olympics at UVA,UVA Olympics,Arts and Sciences,Predominantly Undergraduate Students,2019,Official University Committee MeetingsPreliminary TournamentsOpening CeremonyOlympic TournamentsClosing Ceremony,19,zero,,SAF,,Neither,Monthly,2,April ,Members can join at any time,Marketing,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/2/2020 19:18,Approved,Contracted Independent Organization,Yellow Journal,YJ,No affiliated schools,Both Undergraduate and Graduate Students,1912,"Writing UVA-focused satirical humor and distributing our paper once every semester, as well as posting online content. We also host a fundraiser in the spring and fall semesters.",20,zero,,SAF,,Application,Weekly,1,April ,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary",n/a
4/10/2020 20:10,Approved,Contracted Independent Organization,Singapore Students Association,SSA,No affiliated schools,Predominantly Undergraduate Students,2000,"Carter's Mountain, CNY Embassy Trip, Reunion Dinner, meals throughout the semester",20,Zero,,SAF,,Neither,Monthly,2,April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/30/2020 14:08,Approved,Contracted Independent Organization,Wushu Club at the University of Virginia,Wushu Club at UVA,No affiliated schools,Predominantly Undergraduate Students,2001,#ERROR!,20,20,,SAF,,Neither,Weekly,6,April ,Members can join at any time,Marketing,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/10/2020 11:18,Approved,Contracted Independent Organization,Mainland Student Network,MSN,No affiliated schools,Predominantly Undergraduate Students,2005,"Send-off Parties, UVA Rush, Fall Break BBQ, Spring Gala, Dinner Series, Graduation Dinner.",20,zero,,SAF,,Both,Weekly,2,March ,Fall & Spring Semester,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,Community Building/Icebreakers,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/2/2020 13:48,Approved,Contracted Independent Organization,Christian Students at UVA,Christian Students,No affiliated schools,Predominantly Undergraduate Students,2011,"Bible studies, home meetings, one-on-one appointments",20,zero,,SAF,,Neither,Weekly,6,April ,Members can join at any time,,,,,,,,Community Building/Icebreakers,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/15/2020 12:07,Approved,Contracted Independent Organization,The Mighty ,TM,No affiliated schools,Predominantly Undergraduate Students,2012,Free Dance workshopsOpen group practicesCollaborate with other dance groups to host guest instructed workshops,20,zero,,SAF,,Neither,Weekly,3,April ,Members can join at any time,Marketing,Planning Events,Reserving Spaces,,,Recruiting New Members,,,Motivating Members,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/22/2020 23:12,Approved,Contracted Independent Organization,Virginia Student Environmental Coalition Charlottesville (VSEC),Virginia Student Environmental Coalition Charlottesville (VSEC),No affiliated schools,Predominantly Undergraduate Students,2014,"Our primary events include holding teach-ins and educational meetings for the University and community, lobbying politicians and institutions, attending local and state permit hearings regarding environmental issues, assisting local communities in combating environmental injustices and dangerous infrastructure projects, and fundraising for actions, initiatives, and organizations that further our mission of promoting environmental and social justice.",20,zero,,SAF,,Neither,Weekly,1-2 hours,April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/3/2020 15:57,Approved,Contracted Independent Organization,Roller Derby Club at UVA,RDC,No affiliated schools,Predominantly Undergraduate Students,2014,#ERROR!,20,$20 ,,SAF,,Neither,Weekly,4-Feb,April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/14/2020 19:00,Approved,Contracted Independent Organization,United Nations Association-USA at University of Virginia,UNA-USA UVA,Arts and Sciences,Predominantly Undergraduate Students,2019,VIGMUNUN75 ConsultationASCO Black History Month Movie Night,20,zero,,SAF,,Neither,Monthly,0-3,March ,Members can join at any time,Marketing,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,Transitioning Officers,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/15/2020 13:56,Approved,Contracted Independent Organization,K-Edge Dance Crew,,No affiliated schools,Predominantly Undergraduate Students,2017,"We hold weekly practices (usually twice a week) to prepare for performances/events or projects. We dance for cultural events hosted by Korean Student Association (KSA), as well as other performances on- and off-Grounds.  We also facilitate the production of video projects to post on our YouTube channel.",24,15,,SAF,,Interview/Audition,Weekly,4,April ,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","No, I am a returning President for this organization"
4/6/2020 21:17,Approved,Contracted Independent Organization,The Hooligans: Breakdancing Club at the University of Virginia,The Hooligans,Engineering,Predominantly Undergraduate Students,2010,"Dance practices,Workshops,Performances,Roadtrips to events & competitions,Annual breakdancing competition Breaking Grounds",25,zero,,SAF,,Neither,Weekly,4,May,Members can join at any time,Marketing,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/7/2020 11:00,Approved,Contracted Independent Organization,Sports Business Society at UVA,SBS @ UVA,No affiliated schools,Predominantly Undergraduate Students,2017,Debates on recent sports issues Writers' WorkshopsAttend events in the industry such as the MIT Sloan Sports Analytics ConferenceOnline blogGuest speakers at bi-monthly meetings,25,zero,,SAF,,Neither,Monthly,2,November,Members can join at any time,Marketing,,,,,,,,Motivating Members,,Developing a Mission/Vision,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/23/2020 17:27,Approved,Contracted Independent Organization,APEX Dance Crew,APEX,No affiliated schools,Predominantly Undergraduate Students,2014,"Apex has performed in a multitude of shows for the Korean Student Association and Asian Student Union:  Dancing Under the Stars, Culturefest, Korea Day, Korea Expo, and Escapade. We hold practices normally once or twice a week to prepare for upcoming performances.",29,10,,SAF,,Neither,Weekly,1-2 hours,April ,Fall & Spring Semester,Marketing,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/15/2020 20:53,Approved,Contracted Independent Organization,The Declaration,The Dec,Arts and Sciences,Predominantly Undergraduate Students,1973,"Writing, art, layout, and design published biweekly in print and  several times a week online.",30,$15 ,,SAF,,Neither,Weekly,2,November,Members can join at any time,Marketing,,,,,Recruiting New Members,,Community Building/Icebreakers,Motivating Members,Holding Members Accountable,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/30/2020 16:30,Approved,Contracted Independent Organization,Society of Architectural Historians,SAH,Architecture,Both Undergraduate and Graduate Students,1975,"The Society of Architectural Historians sponsors several lectures throughout the year, field trips to local and regional historic architectural sites, hosts social events such as bowling, trivia night and Grounds tours, and helps organize History of Architecture Department functions for the Welcome Reception, Holiday Party, and Graduation Party.",30,$20 ,,SAF,,Neither,Monthly,2,March ,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/3/2020 12:53,Approved,Contracted Independent Organization,Pi Tau Sigma - Delta Xi Chapter,PTS,Engineering,Predominantly Undergraduate Students,1977,"We host professional events such as the Mechanical & Aerospace Engineering Networking Night and Internship panel. We also conduct service projects, coordinate tutoring services, and plan social events within the department. Pi Tau Sigma holds annual inductions for eligible members.",30,35,,SAF,,Neither,Monthly,0.5,April ,Fall semester,,Planning Events,Reserving Spaces,,,,,Community Building/Icebreakers,Motivating Members,Holding Members Accountable,Developing a Mission/Vision,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/21/2020 15:41,Approved,Contracted Independent Organization,Computer and Network Security Club at the University of Virginia,CNS@UVA,Engineering,Both Undergraduate and Graduate Students,2017,"Talks by industry speakers, lectures about security topics, hands-on security competitions with club, practices with online security challenges, and networking events.",30,zero,,SAF,,Neither,Weekly,1,September,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","Yes, this is my first time as President for this organization"
5/18/2020 21:19,Approved,CIO - Law ,Muslim Law Students Association,MLSA,Law,Predominantly Graduate Students,2018,"Speaker events, dinners, social activities, fundraisers, career development.",35,zero,,SAF,,Neither,Monthly,1,April ,Members can join at any time,Marketing,Planning Events,,,,Recruiting New Members,,Community Building/Icebreakers,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/25/2020 10:37,Approved,Contracted Independent Organization,Biomedical Engineering Society,BMES,Engineering,Predominantly Undergraduate Students,2011,Conference TravelMentorship ProgramCareer Fairs/NetworkingSocial Events and outings,40,15,,SAF,,Neither,Monthly,1,April ,Members can join at any time,,Planning Events,,,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/27/2020 19:05,Approved,Contracted Independent Organization,Accounting Society at McIntire,ASM,Commerce (McIntire),Both Undergraduate and Graduate Students,2015,"Professional networking, recruiting, and socializing activities.",40,zero,,SAF,,Application,Monthly,1,April ,Fall & Spring Semester,Marketing,Planning Events,,,,Recruiting New Members,,,Motivating Members,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/2/2020 13:58,Approved,Contracted Independent Organization,Graduate Society of Women Engineers at UVA,gradSWE at UVA,Engineering,Predominantly Graduate Students,2016,"General Body Meetings - to discuss past and upcoming events and assemble as a groupSeminar series - Most seminars are very focused on research and academic achievements. This series focuses on highlighting the diversity of our university community and alternative career paths that lead to start-ups, and unique positions.Graduate-undergraduate mentorship - pair up with an undergraduate student and navigate challenges together.",40,Zero,,SAF,,Neither,Monthly,2-Jan,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,Motivating Members,Holding Members Accountable,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","No, I am a returning President for this organization"
4/22/2020 11:15,Approved,Contracted Independent Organization,The Anesthesiology Interest Group at the University of Virginia,AIG at UVA,Medicine,Predominantly Graduate Students,-,"We engage in a number of different activities including lunch talks, skills workshops, travel to the annual American Society of Anesthesiologists conference, and organization of an anesthesiology mentoring program.",40,zero,,SAF,,Neither,Once or twice a semester,-,April ,Members can join at any time,Marketing,,,,,Recruiting New Members,,,,,,,attending the American Society of Anesthesiology national conference,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/5/2020 20:28,Approved,Contracted Independent Organization,Men's Rugby Football Club at UVA,VMRFC,No affiliated schools,Predominantly Undergraduate Students,1961,1. Compete in weekly matches within the Cardinal Conference2. Travel to tournaments during the spring semester3. Host Virginia Tech for an annual match for the Commonwealth Shield,50,1000,,SAF,,Interview/Audition,Weekly,12 hours per week,November,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/11/2020 22:11,Approved,Contracted Independent Organization,Asian Student Union,ASU,No affiliated schools,Predominantly Undergraduate Students,1988,"Semiformal, APIDAutumn, Asian Pacific American Heritage Month (APAHM), ECAASU, EscAPAde, Not a Model Minority Campaign, Advocacy Gala",50,Zero,,SAF,,Application,Weekly,2,March ,Fall semester,Marketing,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,Community Building/Icebreakers,Motivating Members,Holding Members Accountable,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/4/2020 9:44,Approved,Contracted Independent Organization,V Magazine,V Mag,No affiliated schools,Predominantly Undergraduate Students,2000,"General meetings, editing workshops, photoshoots, and launch parties.",50,zero,,SAF,,Application,Weekly,2-Jan,May,Fall & Spring Semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"No, I am not, but I am the only one who makes sense to renew the organization at this time.",n/a
